"itemid","adid","level"
"FGV1V","PUUIW","gold"
"JMZEX","D566I","silver"
"4UVPA","Q4S3H","gold"
"ZRC8K","NQ273","silver"
"W03OM","ZRBEC","silver"
"JCSMX","6QZ3W","silver"
"HP259","MPGLE","gold"
"CHZUB","NGGSP","other"
"Q7TEU","29XRR","silver"
"PCTT5","B0WUA","gold"
"9G4LA","GTRNT","platinum"
"6GUIW","PDJJ0","gold"
"63AUE","3WQYV","silver"
"A4NV9","NW8ZP","platinum"
"MA64O","8IE5P","gold"
"Y8W94","IQA8W","gold"
"A19XQ","GBJ5U","other"
"LBYQP","X1RC5","silver"
"AOJDH","4UCTZ","other"
"62P37","UQ9GL","other"
"4IBZ1","BMS5N","platinum"
"5R4I1","0AA4X","gold"
"E6FLL","ZV4AL","platinum"
"V3N5P","Y9DXU","silver"
"EHME0","GGRA7","other"
"DVWDE","ZN60K","other"
"6WB7Z","ZSQQC","other"
"99N5H","YLYYO","gold"
"CR21Q","BR5MH","platinum"
"LQW6M","CQCGT","gold"
"LPQEA","NUOMU","gold"
"Y9K0O","ARIKY","gold"
"QIFJB","9Y0CP","platinum"
"2V7W9","8XZZE","silver"
"BHCJY","B8ZXQ","gold"
"KT9SA","4TAQ6","gold"
"1XJKL","1S2XF","platinum"
"TWRKK","SBWTY","other"
"85TQL","C2QHG","platinum"
"ZWILZ","6Y1Y8","gold"
"I6L3Z","I5K2I","silver"
"PA0LB","MTKNX","silver"
"21N2P","36BK4","platinum"
"3Y5VR","YLBIN","gold"
"ILX7C","WE5QX","gold"
"MTBL8","LAU68","gold"
"T3LBZ","HEUBD","other"
"2Y97I","JX22W","other"
"GRFG9","VW72L","other"
"WASXQ","7OAD1","gold"
"IROSS","5OW2A","platinum"
"30ANU","VWU43","platinum"
"EPOSZ","994ZE","gold"
"DARQ1","RMTEX","silver"
"2P8EP","IVIFT","platinum"
"X9CLC","JOSPD","gold"
"ZHUAD","ZA3HO","gold"
"WIA9H","B8M6Y","platinum"
"GHBRA","ZN492","gold"
"K66A1","98YSO","silver"
"JPMCQ","R1VRC","other"
"P8ENU","NMG6Z","platinum"
"PKJPZ","C1JDQ","gold"
"HXFPX","PFANI","silver"
"G8JAV","TSLCK","other"
"6XTEZ","8YIMG","other"
"30QV1","VGJIW","platinum"
"3C0M7","T9XKB","silver"
"K8J6O","PIF80","platinum"
"5KRPW","8SZF3","gold"
"T6CZ1","KWUFT","other"
"2RY1O","3N4OD","silver"
"TL2N5","GAOK6","silver"
"7KRXT","EINDR","silver"
"ZAS9T","4ZB9N","gold"
"2P8EP","DR5C0","platinum"
"M4FHX","BA9CM","gold"
"6EPJN","QTYRU","silver"
"51FKT","3PAFX","other"
"9P9LY","1UZVF","gold"
"NSKH8","WIF6B","silver"
"ODIZH","NX7DY","gold"
"BSACM","NT6CF","gold"
"OOU7I","QHLC2","silver"
"VKKP8","YLN96","other"
"6JI8O","4U0G0","other"
"H2FXX","DUUU8","other"
"0R25W","STA5T","silver"
"DXRY2","BLDBC","other"
"IFFX8","D2B3D","platinum"
"H2QBI","PI7Y1","silver"
"79BEM","5LRD7","gold"
"2FO4K","LPMIV","silver"
"NPUHK","0YI0B","platinum"
"B94JZ","JHP9H","silver"
"PYGY9","CJ0F1","gold"
"BD9HP","YWRH6","silver"
"AZ33I","Q7R6J","gold"
"SMK34","32AW1","other"
"CZIJG","OBCO4","platinum"
"PQ0P5","TPD6K","other"
"V92GO","6U11W","other"
"CUPAW","TUFF5","gold"
"ZAYT5","FWL9H","gold"
"YU74H","6FXDT","platinum"
"U4PLI","EGCNC","other"
"UPEP7","WBG2C","platinum"
"6CF97","4XU7W","gold"
"7ZGCQ","U3UUI","gold"
"WOB11","FESEP","other"
"H9AEI","NQ3MK","other"
"QD9K4","V8RX2","silver"
"3NGDN","G8GXQ","silver"
"ZK6X3","0CA0X","gold"
"DQIGN","DGRR4","gold"
"CBAGZ","NO5FE","platinum"
"2UDEV","WP1H4","platinum"
"SWJ4X","1VFA0","silver"
"TLCX8","3HI7H","platinum"
"2LIGE","7RSO7","silver"
"29MAH","VXYRE","platinum"
"DCZWA","E5RYU","other"
"HSUXP","1FBF0","platinum"
"LH7F7","O54F3","silver"
"4G5AV","09Y0O","platinum"
"B5T0Y","RPMWW","other"
"PNXYV","KNNEA","silver"
"WLGH6","9RQ0L","other"
"UPJQ9","CNFM8","gold"
"2HI3Q","YJ35V","other"
"X4BIW","254NQ","platinum"
"57ALX","6R0RM","platinum"
"19IGV","LOABU","silver"
"K82YZ","GGLHW","silver"
"M4XRC","L62P8","platinum"
"89AW6","QMZAD","silver"
"H4VMN","Y64TD","other"
"TR7MN","D63LI","other"
"PWNU7","NRXPD","gold"
"Z8ARP","5VUVI","silver"
"HN88Y","FPW5L","other"
"4CXAF","B6ZKM","silver"
"W7DR1","8QG3B","other"
"D6XYM","MJNSU","silver"
"A7294","I1K49","other"
"ZSYGA","9D04J","gold"
"XNFUA","Z9EE9","gold"
"6GAQ5","45JY3","other"
"3LXFM","H6HRS","platinum"
"KXAEK","IVZFP","platinum"
"D6NXO","ABLZL","gold"
"QIFKY","IITBX","other"
"95B89","I7TS1","silver"
"CSZCN","88SY9","gold"
"S7MF0","IPEZ6","platinum"
"IVQEB","4MRY1","platinum"
"C66JA","R3FFM","platinum"
"KHEPJ","2UW6M","platinum"
"Z1L9Q","M3G6N","silver"
"3CMBC","Z4V4W","gold"
"XEQNI","YTZ7V","gold"
"5JZ1Z","QMPFC","other"
"NO2LM","UAWAA","platinum"
"5J1AW","BTF7G","silver"
"YHO6P","338EL","silver"
"I4PMP","Z5O75","gold"
"249LY","C82TI","other"
"FQRK2","DKUNX","other"
"4BM5K","7OVU0","gold"
"EVVBQ","8K5NV","platinum"
"J0ZOG","O18LC","silver"
"M69W2","B1UU5","gold"
"I6SAJ","KQBBS","silver"
"RW7DU","4DWAI","gold"
"X6CNK","A4D5Z","other"
"B26BL","UYK25","platinum"
"OAJWJ","5IO7K","silver"
"1WXFW","2CENT","other"
"OXUKB","6F8ZV","other"
"3UO3F","GSML6","other"
"HJIFX","T4784","other"
"K59CY","TZ2U0","silver"
"J4IVC","C6BCN","platinum"
"R66KL","OMI8B","gold"
"Q9PZU","5WMTT","platinum"
"3PO4Q","3VTHS","platinum"
"9P0NA","YF00T","platinum"
"KJPWB","LO00W","silver"
"61QRG","HXMOH","gold"
"712OL","ITCYH","gold"
"PAXIB","QQ1QJ","platinum"
"RJWPA","EGX3E","gold"
"1AH4D","VEBEU","other"
"GQ46R","FIDCI","gold"
"FMKPK","PSBME","silver"
"U3S21","R9ZH3","platinum"
"Q678Z","O1PJA","silver"
"NM4I2","O32NC","gold"
"TOF8J","CSBS6","other"
"IMK9T","0NXMT","gold"
"6PG6C","XLZG8","silver"
"J4AC4","7BPAZ","other"
"2DMWI","70OXL","platinum"
"Q0QAL","Q4XXS","platinum"
"SOJSM","IIPJU","other"
"EDAEF","FNV0M","gold"
"1JA6J","N20AR","other"
"IJEVL","I2SY9","other"
"HZUHR","6GYQZ","silver"
"TNHU5","X4W7I","silver"
"93M9J","UHQJJ","platinum"
"42JER","TO4WM","platinum"
"N7O1B","IWAXC","platinum"
"X17ZG","SAKU3","platinum"
"78R60","Z39M8","other"
"IBI9H","TCQRO","other"
"2LVHD","HJWM2","other"
"1T3WI","EOGW0","platinum"
"E2IHG","F7DB5","other"
"0G2K3","K9HXM","silver"
"S2HNZ","LAAEO","silver"
"GRSBG","76W88","platinum"
"9EZ0F","OQS8P","silver"
"JUWYO","YMPPM","platinum"
"4N9FJ","LOD1Z","silver"
"RCFQC","FG63L","gold"
"R099G","COQ8G","silver"
"UBJR5","C6AJ6","gold"
"9HIMR","TLFA2","platinum"
"JUYN3","Q5AO4","other"
"SKOK8","YD9OD","platinum"
"YABH5","RCSK0","platinum"
"PMWW2","HULU2","other"
"EN4KH","D1WJ8","gold"
"QA9T9","VTABM","gold"
"DUF6K","QUX64","other"
"BE8X1","9M3Z8","other"
"8JUZK","929P7","silver"
"68EAC","484PF","gold"
"3SRNP","7UMXA","platinum"
"PTP0S","8RZFP","gold"
"M5VN9","Y6SR4","other"
"JX2AB","2Y97I","gold"
"3WLA0","TLO26","other"
"2W146","KG3PG","platinum"
"13FMT","S8GFY","platinum"
"I8RSU","9PKYP","other"
"PUJOY","BF42D","other"
"SEC6B","Y03G6","gold"
"QSS2X","MBUMC","gold"
"KO6CM","H24N3","other"
"5L3KF","TFGMS","platinum"
"AU395","LAETB","silver"
"9FYAX","E0VAL","other"
"6RYL1","FNNO3","other"
"44PZK","T8R5H","gold"
"BJF51","308WE","other"
"RWYF7","YHCAR","silver"
"6SHXR","DH789","gold"
"JIQHK","ZM1QI","other"
"ULAQH","DS60I","other"
"X5DCB","0S38V","gold"
"FH0EK","AREXP","silver"
"L677M","TRC57","gold"
"OLRYX","NJHAK","other"
"WN1R6","DJQAI","silver"
"5Q23B","8QCCX","other"
"NX1KF","F7JV4","other"
"0Y5TZ","4DTB6","other"
"G1VMF","UG1Y1","other"
"5ETSX","VI0RK","silver"
"POY3P","FJ3ZE","other"
"MA5IZ","7CJBH","gold"
"F82A8","O7229","other"
"15GQU","CF2I8","platinum"
"BORXY","TH6MG","other"
"7869M","NWR7F","platinum"
"330VZ","OUQEH","gold"
"Y7LDW","UNGL8","other"
"HNN6M","83BGD","platinum"
"099DU","XRXTP","platinum"
"U30F5","IVQRN","other"
"OZ551","X21UG","other"
"DTYAM","YW4TE","gold"
"OFCTF","X0JUQ","platinum"
"6V20F","ZU9S3","platinum"
"Z2D62","JGZHI","silver"
"U2MRD","19L9L","silver"
"2ZJQJ","LYF17","gold"
"3OWWW","HHH4M","platinum"
"MND2N","LAQN5","silver"
"NKKK5","DR825","platinum"
"2ROL1","R7QKU","other"
"38T6H","XG3XK","platinum"
"8G9DC","PYT9O","gold"
"88OL6","051LC","silver"
"KB5QD","O59PJ","platinum"
"1CG3J","4DCAQ","other"
"NWJ64","DFV08","silver"
"TJLCY","DXDKW","other"
"7ALKJ","9UKNK","silver"
"WR44Y","1HXCN","gold"
"KWPI4","1PZRU","silver"
"60UMU","PJZ2F","silver"
"X4GKI","SYFAT","other"
"I94M9","K03TW","platinum"
"Z5VTP","FU1N1","other"
"TLV92","0SZ4X","platinum"
"MXTS3","367GH","other"
"WCCYD","6T7JK","silver"
"OM628","TVH7S","gold"
"B5IW1","UI3P5","gold"
"W2GIF","AV5RU","gold"
"TQXJ6","PNE8B","silver"
"NZUHA","ORBGZ","silver"
"NB4I0","KW4QV","gold"
"UOK1I","SP44R","platinum"
"WSF9A","ANDPI","silver"
"P1XJK","1AHHT","silver"
"7ZC6C","JDARW","gold"
"MBI9X","B12BC","platinum"
"NF1A3","2I1Z0","other"
"N0VQZ","7RNR3","platinum"
"MGYBC","4GAYW","gold"
"MHD0Q","82F6E","platinum"
"WQKKO","NSP10","platinum"
"4OCSD","YO75C","gold"
"ORHRR","RPV9X","other"
"15GY1","EZSZZ","gold"
"DH7PU","YJN7T","gold"
"MYLJQ","PXDZB","silver"
"BEY1S","4Q8RX","gold"
"1O8HG","TVZ6Q","gold"
"9O4G4","PBTPT","other"
"RGD8Z","RTM7H","silver"
"HYLNP","RJYV2","silver"
"SGFNB","4XMMI","other"
"K5764","ZYG27","platinum"
"A0NY8","BPOH2","platinum"
"KE1XM","KC51P","other"
"MNUQQ","9U1M1","gold"
"LYNUP","0PXJ6","gold"
"Y4TZZ","V1BIY","other"
"CKBQJ","54WWT","platinum"
"QMQLR","DB371","silver"
"L0BCI","YG47T","other"
"3MFED","COKZ3","platinum"
"U4L8A","E1RIR","platinum"
"Q1MZG","QJ2J1","other"
"ZO0DX","UA73O","silver"
"IUSJ8","WY0B3","other"
"AVLT5","7YLCK","gold"
"FE2C3","LS14Z","gold"
"MXE8U","JRSSW","other"
"WWLPO","UCIK9","silver"
"BLZLD","5Y3OZ","platinum"
"9J8OG","O63YJ","gold"
"ONCSH","VQX6Q","gold"
"6GAQ5","CA29W","silver"
"T7DQV","I30KE","gold"
"SSHQO","KHQPO","other"
"Y3T54","V674T","platinum"
"H7ABN","M0M48","silver"
"RZ7HF","SXQ3Y","other"
"ZHIQQ","ZGHJY","platinum"
"WV94C","T2WSE","other"
"TUA2R","O5S92","platinum"
"S0RP1","7GRIG","silver"
"HQSUJ","Q5SHT","gold"
"TI3KQ","T53SP","silver"
"LPMI8","FWG43","other"
"3M5Z8","WOLZN","platinum"
"NPBBS","ELWA6","other"
"YIQF3","CFAVE","platinum"
"WBWBB","9O0YA","gold"
"OOU7I","KWKH7","other"
"W0RNX","7FKBK","platinum"
"AIDK9","H2TOQ","other"
"V4JE2","44BHE","other"
"CHWBS","HNV83","other"
"U2AZ0","JHKJF","gold"
"TX1UO","W9TIF","platinum"
"4PKK1","THHV1","silver"
"4RDCO","HOK7O","gold"
"3OPPI","7QYPN","other"
"HJ9SU","1M4IW","gold"
"AVNN3","P9VC0","gold"
"ERN09","NBM47","platinum"
"UJ72T","O4QNX","platinum"
"YEXTH","0VJ5S","platinum"
"9GRUK","OAV1X","other"
"O6DXZ","R3XNC","gold"
"9W9VI","SVOFW","silver"
"4NYOK","TJ812","platinum"
"Y3N1C","301V8","other"
"V4VEP","BIGT0","gold"
"O1L48","6Z4KH","platinum"
"3QEXH","0G0RJ","other"
"OLZ4H","6ZHLK","silver"
"TCYHG","CUQ16","gold"
"WMG3M","TGJXF","gold"
"2Q0XD","UNVOM","platinum"
"OF17O","3BBBY","other"
"6IF6C","Y0DHF","other"
"50L99","3ULV6","platinum"
"G0NHQ","3OP4Z","silver"
"UBLVD","7KGON","gold"
"1IAYF","IHDRG","silver"
"GK3I5","O80VG","platinum"
"PG8BV","GWP8J","platinum"
"VOYBV","I8SIX","other"
"NV7Z7","FCFTT","silver"
"I2PXD","BLW66","silver"
"6VGN3","MMNYT","platinum"
"TV4SE","QKGRK","silver"
"4WJUK","YWH0S","silver"
"YLA7I","67L8L","gold"
"5W7WK","RGOPT","platinum"
"BNV1R","NLX5Y","platinum"
"524RU","1UOU3","platinum"
"JQIZU","OFNQF","silver"
"09T7J","IFSLQ","gold"
"NC1T0","ABVLB","platinum"
"5OJAY","JNBBT","other"
"TGZGW","VLEAD","platinum"
"MY8VG","43K1C","gold"
"O58OY","ZDJ5J","silver"
"T7ZIJ","LXBEH","silver"
"H4VMN","8LAFX","other"
"4931O","DIUON","silver"
"TFNKP","TY7IK","platinum"
"UPY2H","OPOUZ","silver"
"GDY49","IDUJL","silver"
"ATJC9","FU8C8","gold"
"KAUMH","FWB4W","gold"
"93VVK","SBIUW","other"
"9PIO1","438IZ","gold"
"N5KKG","555FQ","platinum"
"OHXRX","YLY1G","silver"
"9V939","BHYVP","other"
"6V20F","1IBI4","platinum"
"2AMC8","QZ2AV","silver"
"MLPZH","5CHDH","other"
"I9L7K","55T4B","other"
"XW1K1","Y5A8Y","other"
"KRJ4G","GR5KV","gold"
"S5R0A","5351P","platinum"
"HZDHN","K7VT4","other"
"15FHN","DS2IC","other"
"4MFHY","STYD3","silver"
"6OXEM","G0YO4","platinum"
"3CMBC","UF1WI","other"
"VQJ4W","H85BV","platinum"
"DGNF5","XH98M","platinum"
"RVMDH","9AW68","platinum"
"1L4VF","N6I7M","gold"
"5AAEL","154EK","silver"
"0CK2E","T73L1","silver"
"E70O2","V9TIQ","other"
"13FMT","L6KU7","other"
"JK24G","Z8ZK9","gold"
"T1PRR","9UROD","other"
"LQNQ6","MV5Z7","other"
"X4VU4","OIW9E","gold"
"90EZB","8M6P2","gold"
"PA9PO","EYQN4","platinum"
"KE1XM","ZDEXA","platinum"
"3ZE5L","L4N13","silver"
"DLLU1","CHI5J","silver"
"I1PDY","PKGJM","platinum"
"4GXJY","8S3V5","other"
"C1VLT","TJAFO","gold"
"019DI","8RNMO","silver"
"X7HK5","FG61P","gold"
"T5EH5","XWGLM","gold"
"WNEQH","SH0RD","gold"
"YFCNV","NX47S","gold"
"XRNI5","Y5TZ5","silver"
"A3F1N","VZ50G","platinum"
"LU1YB","MV8JJ","silver"
"A96JU","HQNKL","gold"
"B8LUT","FVCOH","gold"
"B6GBP","A1YNU","other"
"LHXAX","REF4B","platinum"
"F5WDS","ETEFH","silver"
"M62I4","ZFTUG","gold"
"ZO9MC","EOLIN","silver"
"H68RY","16JII","silver"
"HQ5LV","8M4PJ","silver"
"UJ7IQ","8IHLM","silver"
"HRIGC","9YS5K","silver"
"JAIJL","QYUWT","gold"
"GSEYN","V7I6K","silver"
"KIT03","49DXA","platinum"
"SRBH7","PMO85","other"
"FZ5LR","5UT1W","gold"
"Q7ODO","7VYEP","platinum"
"0AW1A","T2APZ","silver"
"SF2WN","WWGXV","gold"
"5VRFZ","JNP1L","platinum"
"MJOCP","3KMUT","gold"
"HXX19","AX9S6","gold"
"230XF","R94ML","silver"
"19IGV","1HLJG","other"
"V2A0H","WHP6R","gold"
"TL4CO","8SSGM","gold"
"PB9YT","JJIW7","gold"
"Y6IF3","G11T5","platinum"
"DHUVC","XJ8V8","other"
"6UDBV","WFULD","other"
"KDGIQ","9V8WX","other"
"S6HIY","7FF9L","other"
"AOXCU","AHO48","gold"
"AYPZC","H1MFN","other"
"ZERX2","5PCF2","other"
"MILXI","RY17S","other"
"IP22K","9N6TN","silver"
"QZ772","C7VXD","silver"
"IUHVJ","H59E7","silver"
"NFXQK","H9QAA","silver"
"B6GE8","SRBIY","other"
"QC9G0","KK4AR","gold"
"IHA56","EV3WI","other"
"FRUNR","UY3J7","gold"
"4N9FJ","8UP8P","other"
"Q5I8H","DMMM9","other"
"U23VS","ZDUW1","platinum"
"6ZMSI","PAC4D","gold"
"LJJLK","UGTYY","other"
"JCQB2","IRM91","other"
"N78OR","U23UV","platinum"
"JJP9N","L07BN","gold"
"QANLL","9HF3Q","platinum"
"X1ZEM","CK718","silver"
"RFAI5","IU8AS","silver"
"EZ2HH","ALS9D","silver"
"NJYXU","9I8UF","gold"
"ENQNI","72RBU","gold"
"22YRO","QTIUM","other"
"KM54N","9697L","platinum"
"DD054","S2U95","platinum"
"K3DWY","BT7MN","other"
"RJBM4","DAXSP","gold"
"B9D7I","NQ9YD","gold"
"S8YWF","3XCC3","gold"
"CQOL1","VZDSJ","gold"
"5512V","D53LK","other"
"WWLPO","DSI4J","platinum"
"00T3H","SRBH7","gold"
"8JODX","NVJW1","gold"
"HZGY3","V3W5L","other"
"Y1X3D","XU5MQ","gold"
"ET8YE","7ND8K","other"
"5WT6O","T4GNY","gold"
"IU2LU","JOKYK","other"
"TYBYS","YF9IW","other"
"8NA6F","J0T7M","silver"
"FY4TR","X8GGY","other"
"4AONS","CPTF5","other"
"JUWYO","KLSCQ","gold"
"JEQAF","CAAMQ","gold"
"DFFGC","9DN7V","silver"
"3PNLB","BI98D","platinum"
"UNMDC","3YVRB","platinum"
"NDJ3N","DUDM2","gold"
"QE754","OMDLM","other"
"NB6Z1","UUWR3","gold"
"L0AT8","47ZNU","gold"
"JLEKB","JXVC6","gold"
"J6GY1","9OCDG","gold"
"L9D2X","7ZPIY","other"
"FI9EM","5O8GS","gold"
"ALSPX","P3VNT","other"
"0W2YD","XJKZI","other"
"VYD6H","1ANY6","platinum"
"MUK28","XGGP8","gold"
"2A0DQ","XG2JU","platinum"
"XYC8F","MXJZB","platinum"
"XCE4B","18R40","silver"
"RPV0Z","ZQJIP","silver"
"MBI9X","U0SE2","platinum"
"6NJ6D","F0BDJ","gold"
"JSY1N","TJZ15","silver"
"8T422","B91TA","silver"
"GI5PQ","UFV8C","gold"
"SYCH3","NO7E9","gold"
"24EC4","QUS59","other"
"A6BVQ","ZXP45","platinum"
"CW6ZS","XGDNK","platinum"
"X45DU","AIWQ5","gold"
"8EHE2","Q42NR","platinum"
"YNWBZ","K5FFR","silver"
"QIW1E","12GPV","silver"
"Z54WW","4ZL95","gold"
"ZMG9X","L05XG","platinum"
"M62I4","TLIZT","platinum"
"UI165","JI7EH","gold"
"NLVHM","P3BDD","platinum"
"S9A5U","RFWNR","gold"
"TT9NJ","NX666","silver"
"D1H72","3T952","other"
"03KQS","NLRDD","other"
"0UTWK","01NJT","platinum"
"U21FS","M8N7W","platinum"
"U61SN","5VN31","other"
"CTNDL","K8LLJ","other"
"MQ11R","VHOGV","silver"
"KDEGL","4USN7","platinum"
"HMH9V","GX6H9","silver"
"N3DQV","52GTZ","platinum"
"9QS6T","LFZGX","other"
"NFWVA","WGGOI","other"
"491OU","HY37C","gold"
"DJZB0","0JK61","other"
"DWJ7E","WE18P","gold"
"YZF44","YX614","silver"
"NNO30","I6YTH","silver"
"1EIHU","RS0AU","silver"
"F1JFB","QBY2W","platinum"
"EXQ8Z","UXGPV","platinum"
"TCYHG","7RWBX","other"
"12DUE","TV65J","other"
"B80VF","N202A","platinum"
"PWAEF","RS6UT","silver"
"EPKPD","TP26K","other"
"5CHTR","TX35N","gold"
"NA7OM","D9YXV","platinum"
"8RB5G","10B8M","other"
"D68PR","6V49Q","other"
"1MWCH","3IGMK","other"
"E30YJ","T1VJ0","silver"
"MZ0U0","ULSK8","other"
"LRPFG","9CAEE","silver"
"IA909","6139C","silver"
"QKZRJ","3M7OX","other"
"008DS","FP07X","silver"
"8UQPH","ZBYLF","platinum"
"I7SVR","ASZ3D","other"
"WL4TA","2LJHZ","gold"
"BK7L2","43HS9","gold"
"Y2CCN","RMQF3","other"
"MF0WA","N9B5G","platinum"
"5HDTU","KZRJB","platinum"
"4L155","EY4OK","silver"
"HJG8R","0LN2I","platinum"
"HVM9G","7ZLM4","silver"
"AQRKJ","QAWXG","gold"
"23SOX","YGAEB","gold"
"GMO8D","D42ZI","silver"
"27SZF","DE4LK","other"
"53SQI","C1AWJ","silver"
"4MMSZ","W14SJ","silver"
"FMAQR","8EUZI","platinum"
"DPHK2","RFD48","platinum"
"OYAM5","J83SN","platinum"
"IFXVJ","7IYF5","silver"
"HLH8X","KA0U4","gold"
"E9TOC","74ZVC","platinum"
"16GET","D1M6O","gold"
"O13A9","658EZ","gold"
"9XG5D","EVZCA","silver"
"Y8CE0","YPBZO","gold"
"98S1B","WBVRV","platinum"
"Z71ML","0MGO6","platinum"
"LD6L4","M85K8","gold"
"OR6CA","73DPM","platinum"
"OHYJM","UFNUW","gold"
"2XC7O","N6NZ5","other"
"VNXYW","6DVMO","silver"
"2P0A1","2V47F","gold"
"VOXMZ","LHT9O","other"
"QDQE7","4Q34E","other"
"3G0VR","YQPNB","silver"
"LG7CT","5F8B2","platinum"
"ECC6D","1NHBD","silver"
"RLA3E","I2WLJ","silver"
"MK4DM","M5X4D","platinum"
"W8DQK","1CZ6G","other"
"TX291","TNEDG","platinum"
"7L9D2","HQGMK","platinum"
"XEDFV","3HPIB","other"
"6DT47","V84WS","other"
"CT20Q","ZEV6J","other"
"7SBE9","MMTN5","platinum"
"4QCGX","0MPMI","platinum"
"Z965A","LGRSB","platinum"
"F71CH","PY6U3","platinum"
"63K71","IVBPA","other"
"C0J8K","VPYJI","silver"
"IP4RK","1HSME","silver"
"M7R3X","YRGTZ","silver"
"SWLD6","S89PJ","platinum"
"FFE9K","4RMQX","silver"
"NONPR","BB32H","other"
"0CZ4Q","2ZLEY","gold"
"V3N5P","BEEXD","other"
"5OI4Z","QZFQV","gold"
"FEA30","80ILV","gold"
"7UH59","0VPGZ","platinum"
"UUUQH","ZAZRU","silver"
"M655N","5PJKL","silver"
"9FYAX","QG1UD","silver"
"Y75BN","EBCSB","platinum"
"MB7WD","C0DYT","silver"
"I0DM8","MDMS7","platinum"
"TRTB1","UHZJB","platinum"
"SSD85","7YVV7","platinum"
"PACJ0","UPBQC","gold"
"6JJ1P","DSC2O","platinum"
"HQMVD","W12JN","other"
"AVFH8","O5AJL","other"
"FRUNR","3FKG7","other"
"9P4G0","JI5WO","gold"
"S0HCH","YIB1W","silver"
"2HRYS","05KA7","other"
"W72L3","Q2XQ6","platinum"
"RU7NS","5E47O","other"
"6ZJ2S","RA50N","silver"
"232AW","NL1B0","platinum"
"BLMXI","IVCNI","silver"
"IKVLO","UB8GY","gold"
"K4488","QGHKZ","other"
"HCWCI","FCZ3Z","silver"
"DHWEN","M30ZX","platinum"
"5JTDK","6PQ4S","silver"
"KXLWS","AIS1Y","gold"
"2ECO7","MPA1I","platinum"
"VIBDQ","RCMKN","gold"
"9BECT","A9OQE","platinum"
"VQO3R","PRWSF","gold"
"RRRAN","84JA7","gold"
"J8OPP","4MOUE","platinum"
"I3H6T","KXDJB","gold"
"UT94P","Y2J8P","platinum"
"CMPV7","939QK","gold"
"9J5JS","C1EDL","gold"
"PUQHH","VYN5P","gold"
"1RJU4","FIG6F","gold"
"6CD5D","E32P8","silver"
"LNNVZ","QJC0E","platinum"
"R1226","6W5F4","silver"
"3S9SZ","UC2HJ","other"
"4CAR2","EJT4T","other"
"76TPM","D7O36","other"
"CJOGQ","P07E3","gold"
"6VUTG","CWZ02","other"
"Q6Y4M","MPXWV","silver"
"R7U1D","SXK0W","other"
"ZZS73","8ZDD5","gold"
"EC912","YY29N","platinum"
"PSCEN","XDR54","other"
"WHRKN","4NSGS","silver"
"C3WM3","886HY","silver"
"KFCXV","J4J1Z","other"
"JDHSH","C8YZN","other"
"2HI3Q","HFWYX","platinum"
"WCN9R","E0368","other"
"W7DR1","ZDA8B","platinum"
"LLBGF","BS5WM","platinum"
"1M696","3BP75","platinum"
"OFRRN","8Z513","platinum"
"N1W9V","2S6S4","gold"
"LZT9T","EOJ1J","silver"
"MYVUY","PJTCV","silver"
"WSCTI","ZNM1U","platinum"
"R6JKG","Q5PMM","gold"
"M8DOT","FBFTK","silver"
"3RAPJ","QNIV3","other"
"XD7VL","F8Z6C","other"
"T3LBZ","UTJ6M","silver"
"FWRER","AE6KW","platinum"
"I7KWS","ARI4C","other"
"77B24","0AB5M","silver"
"5UDT3","DQYR1","other"
"ZK8Q4","BUANV","other"
"7PFC0","E8QLK","other"
"N16MT","1CI1C","silver"
"WIUJ4","0ER9T","other"
"UMV0I","EPULQ","silver"
"C6AJ6","IEFST","platinum"
"6S3Q1","W8UTY","platinum"
"W7RZ1","SV9IA","platinum"
"50OZG","Z6UKV","silver"
"YH1F4","R4V7E","silver"
"MRRFY","VYNQO","gold"
"6K6I7","43RV9","silver"
"4Q34E","MZ915","gold"
"CZAMZ","CLW8W","platinum"
"05H6L","RXCHE","other"
"MSTYM","XH7T0","other"
"S2IYC","0YG4M","other"
"C27C6","2JTZ2","silver"
"OIIDV","RL8WA","other"
"LMXC6","749HQ","platinum"
"F345D","BXK9J","gold"
"T7DQV","CVMHY","other"
"LQA5A","DJO0P","gold"
"V0OWX","CMO98","silver"
"N53AK","9K3S6","silver"
"6Y8JS","J9SV0","gold"
"QH3L9","PRATM","silver"
"L399R","0E0TB","silver"
"V5TW5","3X7BU","gold"
"WVHHB","NHLKK","gold"
"UUUQH","DLX6V","other"
"AL3XS","4SV9X","other"
"PZDRA","MJ63I","silver"
"60CFU","MJ7KW","platinum"
"0IJYB","02WWO","silver"
"E6NMP","3SJOA","silver"
"62MMK","4RGS5","platinum"
"UOZZ0","ID14V","gold"
"KQC58","0FFIW","other"
"2M1ZR","TZL0Q","other"
"HH6T6","WNRCT","gold"
"29OXN","QHAYZ","gold"
"0YZJU","D6RVB","silver"
"O0EN8","27JQ2","other"
"1R09K","536NK","gold"
"EIV0S","3I68A","silver"
"S26SM","H6BKU","other"
"U9HPM","RIIIJ","silver"
"A18LJ","2SKHV","silver"
"BTHO1","LZHPA","platinum"
"0EY1B","MPI10","platinum"
"T1R5T","ZD6K5","gold"
"7CT21","VMQWU","silver"
"12J7N","4BYHE","gold"
"SD263","CJEWG","gold"
"KER2J","UFIJC","silver"
"KEKGV","MX7WD","other"
"5GL41","LKLSR","gold"
